id,标题,描述,备注,主支线,不知道,No.,发布人,不知道,不知道,不知道,不知道,不知道,不知道,任务内容,数量,需求,需求2,主要奖励,下个解锁[task],金币奖励,影响力奖励,不知道,不知道,不知道,不知道,不知道,不知道,不知道
6001012,60010120,60010121,60010122,1,0,114,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,110,3,0,0,2000113,[6001013],500,50,0,0,406|0,0,,,
6001013,60010130,60010131,60010132,1,0,115,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,150,20000,0,0,2000114,[6001014],500,50,0,0,410|0,0,,,
6001014,60010140,60010141,60010142,1,0,116,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,158,50000,0,0,2000115,[6000101],500,50,0,0,422|0,0,,,
6001015,60010150,60010151,60010152,1,0,126,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,116,10,0,0,2000125,[6001016],500,50,0,0,409|0,0,,,
6001016,60010160,60010161,60010162,1,0,127,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,148,1,0,0,2000126,[6001017],500,50,0,0,419|0,0,,,
6001017,60010170,60010171,60010172,1,0,128,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,110,3,0,0,2000127,[6001018],500,50,0,0,406|0,0,,,
6001018,60010180,60010181,60010182,1,0,129,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,151,15,0,0,2000128,[6001019],500,50,0,0,410|0,0,,,
6001019,60010190,60010191,60010192,1,0,130,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,160,50000,9066,0,2000129,[6000110],500,50,0,0,422|0,0,,,
6001020,60010200,60010201,60010202,1,0,140,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,115,10,0,0,2000139,[6001021],500,50,0,0,407|0,0,,,
6001021,60010210,60010211,60010212,1,0,141,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,151,15,0,0,2000140,[6001022],500,50,0,0,410|0,0,,,
6001022,60010220,60010221,60010222,1,0,142,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,158,60000,0,0,2000141,[6000119],500,50,0,0,422|0,0,,,
6001024,60010240,60010241,60010242,1,0,151,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,123,70,0,0,2000150,[6000127],500,50,0,0,421|0,0,,,
6001025,60010250,60010251,60010252,1,0,153,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,116,10,0,0,2000152,[6001026],500,50,0,0,409|0,0,,,
6001026,60010260,60010261,60010262,1,0,154,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,148,1,0,0,2000153,[6001027],500,50,0,0,419|0,0,,,
6001027,60010270,60010271,60010272,1,0,155,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,110,3,0,0,2000154,[6001028],500,50,0,0,406|0,0,,,
6001028,60010280,60010281,60010282,1,0,156,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,151,15,0,0,2000155,[6001029],500,50,0,0,410|0,0,,,
6001029,60010290,60010291,60010292,1,0,157,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,119,418|0,0,160,70000,9148,0,2000156,[6000128],500,50,0,0,422|0,0,,,
6001030,60010300,60010301,60010302,1,0,164,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,116,10,0,0,2000163,[6001031],500,50,0,0,409|0,0,,,
6001031,60010310,60010311,60010312,1,0,165,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,148,1,0,0,2000164,[6001032],500,50,0,0,419|0,0,,,
6001032,60010320,60010321,60010322,1,0,166,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,110,3,0,0,2000165,[6001033],500,50,0,0,406|0,0,,,
6001033,60010330,60010331,60010332,1,0,167,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,151,15,0,0,2000166,[6001034],500,50,0,0,410|0,0,,,
6001034,60010340,60010341,60010342,1,0,168,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,160,70000,9034,0,2000167,[6000134],500,50,0,0,422|0,0,,,
6001035,60010350,60010351,60010352,1,0,170,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,162,1,7000010,0,2000169,[6000136],500,50,0,0,422|0,0,,,
6001036,60010360,60010361,60010362,1,0,174,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,123,80,0,0,2000173,[6000139],500,50,0,0,421|0,0,,,
6001037,60010370,60010371,60010372,1,0,181,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,115,10,0,0,2000180,[6001038],500,50,0,0,407|0,0,,,
6001038,60010380,60010381,60010382,1,0,182,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,144,50,9034,0,2000181,[6001039],500,50,0,0,422|0,0,,,
6001039,60010390,60010391,60010392,1,0,183,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,110,3,0,0,2000182,[6001040],500,50,0,0,406|0,0,,,
6001040,60010400,60010401,60010402,1,0,184,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,151,15,0,0,2000183,[6001041],500,50,0,0,410|0,0,,,
6001041,60010410,60010411,60010412,1,0,185,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,158,70000,0,0,2000184,[6000145],500,50,0,0,422|0,0,,,
6001042,60010420,60010421,60010422,1,0,194,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,123,90,0,0,2000193,[6000153],500,50,0,0,421|0,0,,,
6001043,60010430,60010431,60010432,1,0,208,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,124,,,418|0,0,123,105,0,0,2000207,[6000166],500,50,0,0,421|0,0,,,
6001044,60010440,60010441,60010442,1,0,220,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,123,115,0,0,2000219,[6000177],500,50,0,0,421|0,0,,,
6001045,60010450,60010451,60010452,1,0,225,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,161,1,5100003,0,2000224,[6000181],500,50,0,0,440|5100003,0,,,
6001046,60010460,60010461,60010462,1,0,237,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,161,1,5100004,0,2000236,[6000192],500,200,0,0,440|5100004,0,,,
6001047,60010470,60010471,60010472,1,0,241,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,123,120,0,0,2000240,[6000195],500,200,0,0,421|0,0,,,
6001048,60010480,60010481,60010482,1,0,248,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,127,418|0,0,123,123,0,0,2000247,[6001049],500,200,0,0,421|0,0,,,
6001049,60010490,60010491,60010492,1,0,249,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,127,,,418|0,0,161,1,5100005,0,2000248,[6000201],500,200,0,0,440|5100005,0,,,
6001050,60010500,60010501,60010502,1,0,255,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,123,126,0,0,2000254,[6000206],500,200,0,0,421|0,0,,,
6001051,60010510,60010511,60010512,1,0,261,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,161,1,5100006,0,2000260,[6000211],500,200,0,0,440|5100006,0,,,
6001052,60010520,60010521,60010522,1,0,272,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,161,1,5100007,0,2000271,[6000221],500,200,0,0,440|5100007,0,,,
6001053,60010530,60010531,60010532,1,0,278,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,123,130,0,0,2000277,[6000226],500,200,0,0,421|0,0,,,
6001054,60010540,60010541,60010542,1,0,281,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,148,1,0,0,2000280,[6001055],500,200,0,0,419|0,0,,,
6001055,60010550,60010551,60010552,1,0,282,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,151,20,0,0,2000281,[6001056],500,200,0,0,410|0,0,,,
6001056,60010560,60010561,60010562,1,0,283,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,116,10,0,0,2000282,[6001057],500,200,0,0,409|0,0,,,
6001057,60010570,60010571,60010572,1,0,284,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,156,39600,0,0,2000283,[6001058],500,200,0,0,406|0,0,,,
6001058,60010580,60010581,60010582,1,0,285,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,128,6,7023,0,2000284,[6001059],500,200,0,0,407|0,0,,,
6001059,60010590,60010591,60010592,1,0,286,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,144,20,9072,0,2000285,[6001060],500,200,0,0,422|0,0,,,
6001060,60010600,60010601,60010602,1,0,287,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,128,10,1023,0,2000286,[6001061],500,200,0,0,406|7,0,,,
6001061,60010610,60010611,60010612,1,0,288,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,123,133,0,0,2000287,[6001062],500,200,0,0,421|0,0,,,
6001062,60010620,60010621,60010622,1,0,289,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,162,1,7000008,0,2000288,[6001063],500,200,0,0,422|0,0,,,
6001063,60010630,60010631,60010632,1,0,290,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,144,50,9137,0,2000289,[6001064],500,200,0,0,422|0,0,,,
6001064,60010640,60010641,60010642,1,0,291,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,148,1,0,0,2000290,[6001065],500,200,0,0,419|0,0,,,
6001065,60010650,60010651,60010652,1,0,292,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,150,50000,0,0,2000291,[6001066],500,200,0,0,410|0,0,,,
6001066,60010660,60010661,60010662,1,0,293,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,128,6,7018,0,2000292,[6001067],500,200,0,0,407|0,0,,,
6001067,60010670,60010671,60010672,1,0,294,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,110,8,0,0,2000293,[6001068],500,200,0,0,406|0,0,,,
6001068,60010680,60010681,60010682,1,0,295,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,116,10,0,0,2000294,[6001069],500,200,0,0,409|0,0,,,
6001069,60010690,60010691,60010692,1,0,296,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,123,135,0,0,2000295,[6001070],500,200,0,0,421|0,0,,,
6001070,60010700,60010701,60010702,1,0,297,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,160,100000,9093,0,2000296,[6001071],500,200,0,0,422|0,0,,,
6001071,60010710,60010711,60010712,1,0,298,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,148,1,0,0,2000297,[6001072],500,200,0,0,419|0,0,,,
6001072,60010720,60010721,60010722,1,0,299,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,123,138,0,0,2000298,[6001073],500,200,0,0,421|0,0,,,
6001073,60010730,60010731,60010732,1,0,300,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,116,10,0,0,2000299,[6001074],500,200,0,0,409|0,0,,,
6001074,60010740,60010741,60010742,1,0,301,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,156,39600,1,0,2000300,[6001075],500,200,0,0,406|1,0,,,
6001075,60010750,60010751,60010752,1,0,302,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,115,20,0,0,2000301,[6001076],500,200,0,0,407|0,0,,,
6001076,60010760,60010761,60010762,1,0,303,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,123,140,0,0,2000302,[6001077],500,200,0,0,421|0,0,,,
6001077,60010770,60010771,60010772,1,0,304,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,148,1,0,0,2000303,[6001078],500,200,0,0,419|0,0,,,
6001078,60010780,60010781,60010782,1,0,305,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,151,20,0,0,2000304,[6001079],500,200,0,0,410|0,0,,,
6001079,60010790,60010791,60010792,1,0,306,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,123,142,0,0,2000305,[6001080],500,200,0,0,421|0,0,,,
6001080,60010800,60010801,60010802,1,0,307,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,116,10,0,0,2000306,[6001081],500,200,0,0,409|0,0,,,
6001081,60010810,60010811,60010812,1,0,308,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,144,30,9108,0,2000307,[6001082],500,200,0,0,422|0,0,,,
6001082,60010820,60010821,60010822,1,0,309,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,128,6,7008,0,2000308,[6001083],500,200,0,0,407|0,0,,,
6001083,60010830,60010831,60010832,1,0,310,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,148,1,0,0,2000309,[6001084],500,200,0,0,419|0,0,,,
6001084,60010840,60010841,60010842,1,0,311,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,110,8,0,0,2000310,[6001085],500,200,0,0,406|0,0,,,
6001085,60010850,60010851,60010852,1,0,312,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,123,145,0,0,2000311,[6001086],500,200,0,0,421|0,0,,,
6001086,60010860,60010861,60010862,1,0,313,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,151,20,0,0,2000312,[6001087],500,200,0,0,410|0,0,,,
6001087,60010870,60010871,60010872,1,0,314,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,115,20,0,0,2000313,[6001088],500,200,0,0,407|0,0,,,
6001088,60010880,60010881,60010882,1,0,315,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,116,10,0,0,2000314,[6001089],500,200,0,0,409|0,0,,,
6001089,60010890,60010891,60010892,1,0,316,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,123,147,0,0,2000315,[6001090],500,200,0,0,421|0,0,,,
6001090,60010900,60010901,60010902,1,0,317,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,128,50,1010,0,2000316,[6001091],500,200,0,0,406|2,0,,,
6001091,60010910,60010911,60010912,1,0,318,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,144,50,9073,0,2000317,[6001092],500,200,0,0,422|0,0,,,
6001092,60010920,60010921,60010922,1,0,319,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,110,8,0,0,2000318,[6001093],500,200,0,0,406|0,0,,,
6001093,60010930,60010931,60010932,1,0,320,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,116,10,0,0,2000319,[6001094],500,200,0,0,409|0,0,,,
6001094,60010940,60010941,60010942,1,0,321,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,160,100000,9052,0,2000320,[6001095],500,200,0,0,422|0,0,,,
6001095,60010950,60010951,60010952,1,0,322,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,148,1,0,0,2000321,[6001096],500,200,0,0,419|0,0,,,
6001096,60010960,60010961,60010962,1,0,323,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,115,20,0,0,2000322,[6001097],500,200,0,0,407|0,0,,,
6001097,60010970,60010971,60010972,1,0,324,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,123,150,0,0,2000323,[6001098],500,200,0,0,421|0,0,,,
6001098,60010980,60010981,60010982,1,0,325,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,151,20,0,0,2000324,[6001099],500,200,0,0,410|0,0,,,
6001099,60010990,60010991,60010992,1,0,326,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,144,50,9039,0,2000325,[6001100],500,200,0,0,422|0,0,,,
6001100,60011000,60011001,60011002,1,0,327,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,110,8,0,0,2000326,[6001101],500,200,0,0,406|0,0,,,
6001101,60011010,60011011,60011012,1,0,328,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,162,1,7000010,0,2000327,[6001102],500,200,0,0,422|0,0,,,
6001102,60011020,60011021,60011022,1,0,329,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,116,10,0,0,2000328,[6001103],500,200,0,0,409|0,0,,,
6001103,60011030,60011031,60011032,1,0,330,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,115,30,0,0,2000329,[6001104],500,200,0,0,407|0,0,,,
6001104,60011040,60011041,60011042,1,0,331,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,128,50,1011,0,2000330,[6001105],500,200,0,0,406|5,0,,,
6001105,60011050,60011051,60011052,1,0,332,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,128,50,1022,0,2000331,[6001106],500,200,0,0,406|7,0,,,
6001106,60011060,60011061,60011062,1,0,333,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,150,50000,0,0,2000332,[6001107],500,200,0,0,410|0,0,,,
6001107,60011070,60011071,60011072,1,0,334,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,144,50,9053,0,2000333,[6001108],500,200,0,0,422|0,0,,,
6001108,60011080,60011081,60011082,1,0,335,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,116,10,0,0,2000334,[6001109],500,200,0,0,409|0,0,,,
6001109,60011090,60011091,60011092,1,0,336,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,148,1,0,0,2000335,[6001110],500,200,0,0,419|0,0,,,
6001110,60011100,60011101,60011102,1,0,337,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,162,1,7000012,0,2000336,[6001111],500,200,0,0,422|0,0,,,
6001111,60011110,60011111,60011112,1,0,338,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,110,8,0,0,2000337,[6001112],500,200,0,0,406|0,0,,,
6001112,60011120,60011121,60011122,1,0,339,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,151,20,0,0,2000338,[6001113],500,200,0,0,410|0,0,,,
6001113,60011130,60011131,60011132,1,0,340,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,115,20,0,0,2000339,[6001114],500,200,0,0,407|0,0,,,
6001114,60011140,60011141,60011142,1,0,341,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,156,39600,3,0,2000340,[6001115],500,200,0,0,406|3,0,,,
6001115,60011150,60011151,60011152,1,0,342,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,116,10,0,0,2000341,[6001116],500,200,0,0,409|0,0,,,
6001116,60011160,60011161,60011162,1,0,343,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,144,50,9058,0,2000342,[6001117],500,200,0,0,422|0,0,,,
6001117,60011170,60011171,60011172,1,0,344,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,148,1,0,0,2000343,[6001118],500,200,0,0,419|0,0,,,
6001118,60011180,60011181,60011182,1,0,345,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,128,50,1021,0,2000344,[6001119],500,200,0,0,406|7,0,,,
6001119,60011190,60011191,60011192,1,0,346,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,115,20,0,0,2000345,[6001120],500,200,0,0,407|0,0,,,
6001120,60011200,60011201,60011202,1,0,347,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,116,10,0,0,2000346,[6001121],500,200,0,0,409|0,0,,,
6001121,60011210,60011211,60011212,1,0,348,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,150,50000,0,0,2000347,[6001122],500,200,0,0,410|0,0,,,
6001122,60011220,60011221,60011222,1,0,349,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,162,1,7000013,0,2000348,[6001123],500,200,0,0,422|0,0,,,
6001123,60011230,60011231,60011232,1,0,350,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,144,40,9077,0,2000349,[6001124],500,200,0,0,422|0,0,,,
6001124,60011240,60011241,60011242,1,0,351,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,148,1,0,0,2000350,[6001125],500,200,0,0,419|0,0,,,
6001125,60011250,60011251,60011252,1,0,352,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,115,20,0,0,2000351,[6001126],500,200,0,0,407|0,0,,,
6001126,60011260,60011261,60011262,1,0,353,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,156,39600,4,0,2000352,[6001127],500,200,0,0,406|4,0,,,
6001127,60011270,60011271,60011272,1,0,354,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,151,20,0,0,2000353,[6001128],500,200,0,0,410|0,0,,,
6001128,60011280,60011281,60011282,1,0,355,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,116,10,0,0,2000354,[6001129],500,200,0,0,409|0,0,,,
6001129,60011290,60011291,60011292,1,0,356,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,160,100000,9099,0,2000355,[6001130],500,200,0,0,422|0,0,,,
6001130,60011300,60011301,60011302,1,0,357,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,148,1,0,0,2000356,[6001131],500,200,0,0,419|0,0,,,
6001131,60011310,60011311,60011312,1,0,358,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,128,50,1013,0,2000357,[6001132],500,200,0,0,406|8,0,,,
6001132,60011320,60011321,60011322,1,0,359,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,116,10,0,0,2000358,[6001133],500,200,0,0,409|0,0,,,
6001133,60011330,60011331,60011332,1,0,360,7000002,7000002&paxiu_1#paxu_2#paxu_3|7000003&laolun_1#laolun_2#laolun_3,,,,418|0,0,115,20,0,0,2000359,[6001134],500,200,0,0,407|0,0,,,
