id,不知道,不知道,不知道
960,"[20, 62, 9918]","[975, 3028, 5997]",2361
961,"[20, 61, 9919]","[975, 3020, 6005]",2362
962,"[20, 59, 9921]","[975, 3012, 6013]",2364
963,"[20, 58, 9922]","[975, 3004, 6021]",2365
964,"[20, 57, 9923]","[975, 2996, 6029]",2367
965,"[20, 55, 9925]","[975, 2988, 6037]",2369
966,"[20, 54, 9926]","[975, 2980, 6045]",2370
967,"[20, 53, 9927]","[975, 2972, 6053]",2372
968,"[20, 52, 9928]","[975, 2964, 6061]",2373
969,"[20, 51, 9929]","[975, 2956, 6069]",2375
970,"[20, 50, 9930]","[975, 2948, 6077]",2376
971,"[20, 48, 9932]","[975, 2940, 6085]",2378
972,"[20, 47, 9933]","[975, 2932, 6093]",2379
973,"[20, 46, 9934]","[975, 2924, 6101]",2381
974,"[20, 45, 9935]","[975, 2916, 6109]",2382
975,"[20, 44, 9936]","[975, 2908, 6117]",2384
976,"[20, 43, 9937]","[975, 2900, 6125]",2385
977,"[20, 42, 9938]","[975, 2892, 6133]",2387
978,"[20, 41, 9939]","[975, 2884, 6141]",2388
979,"[20, 40, 9940]","[975, 2876, 6149]",2390
980,"[20, 39, 9941]","[975, 2868, 6157]",2391
981,"[20, 39, 9941]","[975, 2860, 6165]",2393
982,"[20, 38, 9942]","[975, 2852, 6173]",2394
983,"[20, 37, 9943]","[975, 2844, 6181]",2396
984,"[20, 36, 9944]","[975, 2836, 6189]",2397
985,"[20, 35, 9945]","[975, 2828, 6197]",2399
986,"[20, 34, 9946]","[975, 2820, 6205]",2400
987,"[20, 34, 9946]","[975, 2812, 6213]",2401
988,"[20, 33, 9947]","[975, 2804, 6221]",2403
989,"[20, 32, 9948]","[975, 2796, 6229]",2404
990,"[20, 31, 9949]","[975, 2788, 6237]",2406
991,"[20, 31, 9949]","[975, 2780, 6245]",2407
992,"[20, 30, 9950]","[975, 2772, 6253]",2409
993,"[20, 29, 9951]","[975, 2764, 6261]",2410
994,"[20, 28, 9952]","[975, 2756, 6269]",2412
995,"[20, 28, 9952]","[975, 2748, 6277]",2413
996,"[20, 27, 9953]","[975, 2740, 6285]",2415
997,"[20, 27, 9953]","[975, 2732, 6293]",2416
998,"[20, 26, 9954]","[975, 2724, 6301]",2417
999,"[20, 25, 9955]","[975, 2716, 6309]",2419
1000,"[20, 25, 9955]","[975, 2708, 6317]",2420
