id,不知道,不知道,不知道,不知道,不知道,不知道,不知道,不知道,不知道,不知道,不知道,不知道,不知道,不知道,不知道,不知道,不知道,不知道,不知道,不知道,不知道,不知道,不知道,不知道,不知道,不知道,不知道,不知道
6002009,60020090,60020091,60020092,2,0,11,7000004,,ZXGMM12,ZXGMM12X,ZXGMM12Z,,0,136,6,91341,0,1008009,[6002010],50,200,0,0,409|9134,0,,,
6002010,60020100,60020101,60020102,2,0,12,7000004,,ZXGMM13,ZXGMM13X,ZXGMM13Z,,0,110,1,2,0,1008010,[6002011],50,200,0,0,406|2,0,,,
6002011,60020110,60020111,60020112,2,0,13,7000004,,ZXGMM14,ZXGMM14X,ZXGMM14Z,,0,112,6,7014,0,1008011,[6002012],50,200,0,0,407|0,0,,,
6002012,60020120,60020121,60020122,2,0,14,7000004,,ZXGMM15,ZXGMM15X,ZXGMM15Z,,0,142,21600,2,0,1008012,[6002013],50,200,0,0,406|2,0,,,
6002013,60020130,60020131,60020132,2,0,15,7000004,,ZXGMM16,ZXGMM16X,ZXGMM16Z,,0,125,1,0,0,1008013,[6002014],50,200,0,0,415|0,0,,,
6002014,60020140,60020141,60020142,2,0,16,7000004,,ZXGMM17,ZXGMM17X,ZXGMM17Z,,0,143,3,0,0,1008014,[6002015],50,200,0,0,412|0,0,,,
6002015,60020150,60020151,60020152,2,0,17,7000004,,ZXGMM18,ZXGMM18X,ZXGMM18Z,,0,151,10,0,0,1008015,[6002016],50,200,0,0,410|0,0,,,
6002016,60020160,60020161,60020162,2,0,18,7000004,,ZXGMM19,ZXGMM19X,ZXGMM19Z,,0,134,36000,0,0,1008016,[6002017],50,200,0,0,422|0,0,,,
6002017,60020170,60020171,60020172,2,0,19,7000004,,ZXGMM20,ZXGMM20X,ZXGMM20Z,,0,120,10,0,0,1008017,[],50,200,0,0,406|0,0,,,
6003000,60030000,60030001,60030002,2,0,2,7000005,,ZXLE6,ZXLE6X,ZXLE6Z,,0,110,1,4,0,1008018,[6003001],50,200,20,0,406|4,0,,,
6003001,60030010,60030011,60030012,2,0,3,7000005,,ZXLE7,ZXLE7X,ZXLE7Z,,0,116,10,0,0,1008019,[6003002],50,200,0,0,409|0,0,,,
6003002,60030020,60030021,60030022,2,0,4,7000005,,ZXLE8,ZXLE8X,ZXLE8Z,,0,135,10000,0,0,1008020,[6003003],50,200,0,0,422|0,0,,,
6003003,60030030,60030031,60030032,2,0,5,7000005,,ZXLE9,ZXLE9X,ZXLE9Z,,0,116,20,0,0,1008021,[6003004],50,200,0,0,409|0,0,,,
6003004,60030040,60030041,60030042,2,0,6,7000005,,ZXLE10,ZXLE10X,ZXLE10Z,,0,110,2,4,0,1008022,[6003005],50,200,0,0,406|4,0,,,
6003005,60030050,60030051,60030052,2,0,7,7000005,,ZXLE11,ZXLE11X,ZXLE11Z,,0,135,30000,0,0,1008023,[6003006],50,200,0,0,422|0,0,,,
6003006,60030060,60030061,60030062,2,0,8,7000005,,ZXLE12,ZXLE12X,ZXLE12Z,,0,110,3,4,0,1008024,[6003007],50,200,0,0,406|4,0,,,
6003007,60030070,60030071,60030072,2,0,9,7000005,,ZXLE13,ZXLE13X,ZXLE13Z,,0,116,30,0,0,1008025,[6003008],50,200,0,0,409|0,0,,,
6003008,60030080,60030081,60030082,2,0,10,7000005,,ZXLE14,ZXLE14X,ZXLE14Z,,0,135,60000,0,0,1008026,[6003009],50,200,0,0,422|0,0,,,
6003009,60030090,60030091,60030092,2,0,11,7000005,,ZXLE3,ZXLE3X,ZXLE3Z,,0,110,1,4,0,1008027,[6003010],50,200,0,0,406|4,0,,,
6003010,60030100,60030101,60030102,2,0,12,7000005,,ZXLE4,ZXLE4X,ZXLE4Z,,0,116,10,0,0,1008028,[6003011],50,200,0,0,409|0,0,,,
6003011,60030110,60030111,60030112,2,0,13,7000005,,ZXLE5,ZXLE5X,ZXLE5Z,,0,130,10000,0,0,1008029,[6003012],50,200,0,0,422|0,0,,,
6003012,60030120,60030121,60030122,2,0,14,7000005,,ZXLE15,ZXLE15X,ZXLE15Z,,0,142,7200,4,0,1008030,[6003013],50,200,0,0,406|4,0,,,
6003013,60030130,60030131,60030132,2,0,15,7000005,,ZXLE16,ZXLE16X,ZXLE16Z,,0,151,10,0,0,1008031,[6003014],50,200,0,0,410|0,0,,,
6003014,60030140,60030141,60030142,2,0,16,7000005,,ZXLE17,ZXLE17X,ZXLE17Z,,0,148,3,0,0,1008032,[6003015],50,200,0,0,419|0,0,,,
6003015,60030150,60030151,60030152,2,0,17,7000005,,ZXLE18,ZXLE18X,ZXLE18Z,,0,143,5,0,0,1008033,[6003016],50,200,0,0,412|0,0,,,
6003016,60030160,60030161,60030162,2,0,18,7000005,,ZXLE19,ZXLE19X,ZXLE19Z,,0,134,72000,0,0,1008034,[6003017],50,200,0,0,422|0,0,,,
6003017,60030170,60030171,60030172,2,0,19,7000005,,ZXLE20,ZXLE20X,ZXLE20Z,,0,116,20,0,0,1008035,[6003018],50,200,0,0,409|0,0,,,
6003018,60030180,60030181,60030182,2,0,20,7000005,,ZXLE21,ZXLE21X,ZXLE21Z,,0,151,15,0,0,1008036,[6003019],50,200,0,0,410|0,0,,,
6003019,60030190,60030191,60030192,2,0,21,7000005,,ZXLE22,ZXLE22X,ZXLE22Z,,0,138,1,0,0,1008037,[],50,200,0,0,440|0,0,,,
6004000,60040000,60040001,60040002,2,0,2,7000010,,ZXMX7,ZXMX7X,ZXMX7Z,,0,115,10,0,0,1008038,[6004001],50,200,30,0,407|0,0,,,
6004001,60040010,60040011,60040012,2,0,3,7000010,,ZXMX8,ZXMX8X,ZXMX8Z,,0,136,6,90301,0,1008039,[6004002],50,200,0,0,409|9030,0,,,
6004002,60040020,60040021,60040022,2,0,4,7000010,,ZXMX9,ZXMX9X,ZXMX9Z,,0,112,10,1002,0,1008040,[6004003],50,200,0,0,406|6,0,,,
6004003,60040030,60040031,60040032,2,0,5,7000010,,ZXMX10,ZXMX10X,ZXMX10Z,,0,115,20,0,0,1008041,[6004004],50,200,0,0,407|0,0,,,
6004004,60040040,60040041,60040042,2,0,6,7000010,,ZXMX11,ZXMX11X,ZXMX11Z,,0,136,20,90301,0,1008042,[6004005],50,200,0,0,409|9030,0,,,
6004005,60040050,60040051,60040052,2,0,7,7000010,,ZXMX12,ZXMX12X,ZXMX12Z,,0,112,10,1006,0,1008043,[6004006],50,200,0,0,406|2,0,,,
6004006,60040060,60040061,60040062,2,0,8,7000010,,ZXMX,ZXMXX,ZXMXZ,,0,115,30,0,0,1008044,[6004007],50,200,0,0,407|0,0,,,
6004007,60040070,60040071,60040072,2,0,9,7000010,,ZXMX1,ZXMX1X,ZXMX1Z,,0,136,6,90511,0,1008045,[6004008],50,200,0,0,409|9051,0,,,
6004008,60040080,60040081,60040082,2,0,10,7000010,,ZXMX2,ZXMX2X,ZXMX2Z,,0,112,10,1009,0,1008046,[6004009],50,200,0,0,406|2,0,,,
6004009,60040090,60040091,60040092,2,0,11,7000007,,ZXKY,ZXKYX,ZXKYZ,,0,115,10,0,0,1008047,[6004010],50,200,0,0,407|0,0,,,
6004010,60040100,60040101,60040102,2,0,12,7000007,,ZXKY1,ZXKY1X,ZXKY1Z,,0,136,6,90261,0,1008048,[6004011],50,200,0,0,409|9026,0,,,
6004011,60040110,60040111,60040112,2,0,13,7000007,,ZXKY2,ZXKY2X,ZXKY2Z,,0,112,10,1012,0,1008049,[6004012],50,200,0,0,406|6,0,,,
6004012,60040120,60040121,60040122,2,0,14,7000007,,ZXKY3,ZXKY3X,ZXKY3Z,,0,136,6,90262,0,1008050,[6004013],50,200,0,0,409|9026,0,,,
6004013,60040130,60040131,60040132,2,0,15,7000011,,ZXNLD,ZXNLDX,ZXNLDZ,,0,110,2,2,0,1008051,[6004014],50,200,0,0,406|2,0,,,
6004014,60040140,60040141,60040142,2,0,16,7000011,,ZXNLD1,ZXNLD1X,ZXNLD1Z,,0,112,6,7015,0,1008052,[6004015],50,200,0,0,407|0,0,,,
6004015,60040150,60040151,60040152,2,0,17,7000011,,ZXNLD2,ZXNLD2X,ZXNLD2Z,,0,136,6,90263,0,1008053,[6004016],50,200,0,0,409|9026,0,,,
6004016,60040160,60040161,60040162,2,0,18,7000010,,ZXMX3,ZXMX3X,ZXNLD3Z,,0,110,3,2,0,1008054,[6004017],50,200,0,0,406|2,0,,,
6004017,60040170,60040171,60040172,2,0,19,7000010,,ZXMX4,ZXMX4X,ZXNLD4Z,,0,112,6,7016,0,1008055,[6004018],50,200,0,0,407|0,0,,,
6004018,60040180,60040181,60040182,2,0,14,7000010,,ZXMX5,ZXMX5X,ZXNLD5Z,,0,110,2,4,0,1008056,[6004019],50,200,0,0,406|4,0,,,
6004019,60040190,60040191,60040192,2,0,15,7000010,,ZXMX6,ZXMX6X,ZXNLD6Z,,0,116,20,0,0,1008057,[6004020],50,200,0,0,409|0,0,,,
6004020,60040200,60040201,60040202,2,0,16,7000007,,ZXKY4,ZXKY4X,ZXKY4Z,,0,130,30000,0,0,1008058,[6004021],50,200,0,0,422|0,0,,,
6004021,60040210,60040211,60040212,2,0,17,7000007,,ZXKY5,ZXKY5X,ZXKY5Z,,0,110,3,4,0,1008059,[6004022],50,200,0,0,406|4,0,,,
6004022,60040220,60040221,60040222,2,0,18,7000007,,ZXKY6,ZXKY6X,ZXKY6Z,,0,116,30,0,0,1008060,[6004023],50,200,0,0,409|0,0,,,
6004023,60040230,60040231,60040232,2,0,19,7000007,,ZXKY7,ZXKY7X,ZXKY7Z,,0,130,100000,0,0,1008061,[6004024],50,200,0,0,422|0,0,,,
6004024,60040240,60040241,60040242,2,0,14,7000007,,ZXKY8,ZXKY8X,ZXKY8Z,,0,115,20,0,0,1008062,[6004025],50,200,0,0,407|0,0,,,
6004025,60040250,60040251,60040252,2,0,15,7000007,,ZXKY9,ZXKY9X,ZXKY9Z,,0,136,6,90023,0,1008063,[6004026],50,200,0,0,409|9002,0,,,
6004026,60040260,60040261,60040262,2,0,16,7000007,,ZXKY10,ZXKY10X,ZXKY10Z,,0,112,10,1016,0,1008064,[6004027],50,200,0,0,406|7,0,,,
6004027,60040270,60040271,60040272,2,0,17,7000007,,ZXKY11,ZXKY11X,ZXKY11Z,,0,115,30,0,0,1008065,[6004028],50,200,0,0,407|0,0,,,
6004028,60040280,60040281,60040282,2,0,18,7000007,,ZXKY12,ZXKY12X,ZXKY12Z,,0,136,6,90033,0,1008066,[6004029],50,200,0,0,409|9003,0,,,
6004029,60040290,60040291,60040292,2,0,19,7000007,,ZXKY13,ZXKY13X,ZXKY13Z,,0,112,10,1017,0,1008067,[6004030],50,200,0,0,406|8,0,,,
6004030,60040300,60040301,60040302,2,0,20,7000007,,ZXKY14,ZXKY14X,ZXKY14Z,,0,144,30,9055,0,1008068,[6004031],50,200,0,0,422|0,0,,,
6004031,60040310,60040311,60040312,2,0,21,7000007,,ZXKY15,ZXKY15X,ZXKY15Z,,0,138,3,0,0,1008069,[],50,200,0,0,440|0,0,,,
