id,不知道,不知道,不知道,不知道,不知道,不知道,不知道,不知道,不知道,不知道,不知道,不知道,不知道
95264,5,600,150,238,124|165|247|330|494,300,120,600,15,18,12,35,114
95271,5,520,200,310,158|211|316|422|632,260,104,520,15,18,12,35,114
95272,5,572,200,310,158|211|316|422|632,286,114,572,15,18,12,35,114
95273,5,624,200,310,158|211|316|422|632,312,124,624,15,18,12,35,114
95274,5,780,200,310,158|211|316|422|632,390,156,780,15,18,12,35,114
95281,5,480,150,238,124|165|247|330|494,240,96,480,15,18,12,35,114
95282,5,600,150,238,124|165|247|330|494,300,120,600,15,18,12,35,114
95283,5,520,200,310,158|211|316|422|632,260,104,520,15,18,12,35,114
95284,5,572,200,310,158|211|316|422|632,286,114,572,15,18,12,35,114
95291,5,624,200,310,158|211|316|422|632,312,124,624,15,18,12,35,114
95292,5,780,200,310,158|211|316|422|632,390,156,780,15,18,12,35,114
95293,5,480,150,238,124|165|247|330|494,240,96,480,15,18,12,35,114
95294,5,600,150,238,124|165|247|330|494,300,120,600,15,18,12,35,114
95301,5,520,200,310,158|211|316|422|632,260,104,520,15,18,12,35,114
95302,5,572,200,310,158|211|316|422|632,286,114,572,15,18,12,35,114
95303,5,624,200,310,158|211|316|422|632,312,124,624,15,18,12,35,114
95304,5,780,200,310,158|211|316|422|632,390,156,780,15,18,12,35,114
95311,5,520,200,310,158|211|316|422|632,260,104,520,15,18,12,35,114
95312,5,572,200,310,158|211|316|422|632,286,114,572,15,18,12,35,114
95313,5,624,200,310,158|211|316|422|632,312,124,624,15,18,12,35,114
95314,5,780,200,310,158|211|316|422|632,390,156,780,15,18,12,35,114
95321,5,480,150,238,124|165|247|330|494,240,96,480,15,18,12,35,114
95322,5,600,150,238,124|165|247|330|494,300,120,600,15,18,12,35,114
95323,5,520,200,310,158|211|316|422|632,260,104,520,15,18,12,35,114
95324,5,572,200,310,158|211|316|422|632,286,114,572,15,18,12,35,114
95331,5,624,200,310,158|211|316|422|632,312,124,624,15,18,12,35,114
95332,5,780,200,310,158|211|316|422|632,390,156,780,15,18,12,35,114
95333,5,480,150,238,124|165|247|330|494,240,96,480,15,18,12,35,114
95334,5,600,150,238,124|165|247|330|494,300,120,600,15,18,12,35,114
95341,5,520,200,310,158|211|316|422|632,260,104,520,15,18,12,35,114
95342,5,572,200,310,158|211|316|422|632,286,114,572,15,18,12,35,114
95343,5,624,200,310,158|211|316|422|632,312,124,624,15,18,12,35,114
95344,5,780,200,310,158|211|316|422|632,390,156,780,15,18,12,35,114
95351,5,480,150,238,124|165|247|330|494,240,96,480,15,18,12,35,114
95352,5,600,150,238,124|165|247|330|494,300,120,600,15,18,12,35,114
95353,5,520,200,310,158|211|316|422|632,260,104,520,15,18,12,35,114
95354,5,572,200,310,158|211|316|422|632,286,114,572,15,18,12,35,114
98001,4,3340,410,620,1519|2026|3038|4051|6077,1670,668,3340,20,24,16,30,133
98002,4,3674,410,620,1519|2026|3038|4051|6077,1837,734,3674,20,24,16,30,133
98003,4,4008,410,620,1519|2026|3038|4051|6077,2004,801,4008,20,24,16,30,133
98004,4,5010,410,620,1519|2026|3038|4051|6077,2505,1002,5010,20,24,16,30,133
98011,1,1720,220,338,749|998|1498|1997|2995,860,344,1720,20,24,16,30,133
98012,1,1892,220,338,749|998|1498|1997|2995,946,378,1892,20,24,16,30,133
98013,1,2064,220,338,749|998|1498|1997|2995,1032,412,2064,20,24,16,30,133
98014,1,2580,220,338,749|998|1498|1997|2995,1290,516,2580,20,24,16,30,133
98021,2,10230,1080,1625,5368|7157|10736|14315|21472,5115,2046,10230,25,30,20,20,200
98022,2,11253,1080,1625,5368|7157|10736|14315|21472,5626,2250,11253,25,30,20,20,200
98023,2,12276,1080,1625,5368|7157|10736|14315|21472,6138,2455,12276,25,30,20,20,200
98024,2,15345,1080,1625,5368|7157|10736|14315|21472,7672,3069,15345,25,30,20,20,200
98031,1,5480,580,870,2751|3667|5501|7335|11002,2740,1096,5480,25,30,20,20,200
98032,1,6028,580,870,2751|3667|5501|7335|11002,3014,1205,6028,25,30,20,20,200
98033,1,6576,580,870,2751|3667|5501|7335|11002,3288,1315,6576,25,30,20,20,200
98034,1,8220,580,870,2751|3667|5501|7335|11002,4110,1644,8220,25,30,20,20,200
98041,2,4700,520,784,2082|2775|4163|5551|8326,2350,940,4700,20,24,16,30,133
98042,2,5170,520,784,2082|2775|4163|5551|8326,2585,1034,5170,20,24,16,30,133
98043,2,5640,520,784,2082|2775|4163|5551|8326,2820,1128,5640,20,24,16,30,133
98044,2,7050,520,784,2082|2775|4163|5551|8326,3525,1410,7050,20,24,16,30,133
98051,2,1730,220,340,766|1021|1531|2042|3062,865,346,1730,20,24,16,30,133
98052,2,1903,220,340,766|1021|1531|2042|3062,951,380,1903,20,24,16,30,133
98053,2,2076,220,340,766|1021|1531|2042|3062,1038,415,2076,20,24,16,30,133
98054,2,2595,220,340,766|1021|1531|2042|3062,1297,519,2595,20,24,16,30,133
98061,1,6660,700,1058,3501|4667|7001|9335|14002,3330,1332,6660,25,30,20,20,200
98062,1,7326,700,1058,3501|4667|7001|9335|14002,3663,1465,7326,25,30,20,20,200
98063,1,7992,700,1058,3501|4667|7001|9335|14002,3996,1598,7992,25,30,20,20,200
98064,1,9990,700,1058,3501|4667|7001|9335|14002,4995,1998,9990,25,30,20,20,200
98071,4,4250,490,746,2151|2867|4301|5735|8602,2125,850,4250,25,30,20,20,200
98072,4,4675,490,746,2151|2867|4301|5735|8602,2337,935,4675,25,30,20,20,200
98073,4,5100,490,746,2151|2867|4301|5735|8602,2550,1020,5100,25,30,20,20,200
98074,4,6375,490,746,2151|2867|4301|5735|8602,3187,1275,6375,25,30,20,20,200
98081,3,7020,740,1115,3762|5015|7523|10031|15046,3510,1404,7020,25,30,20,20,200
98082,3,7722,740,1115,3762|5015|7523|10031|15046,3861,1544,7722,25,30,20,20,200
98083,3,8424,740,1115,3762|5015|7523|10031|15046,4212,1684,8424,25,30,20,20,200
98084,3,10530,740,1115,3762|5015|7523|10031|15046,5265,2106,10530,25,30,20,20,200
98091,1,4210,460,703,1858|2478|3717|4956|7434,2105,842,4210,20,24,16,30,133
98092,1,4631,460,703,1858|2478|3717|4956|7434,2315,926,4631,20,24,16,30,133
98093,1,5052,460,703,1858|2478|3717|4956|7434,2526,1010,5052,20,24,16,30,133
98094,1,6315,460,703,1858|2478|3717|4956|7434,3157,1263,6315,20,24,16,30,133
98101,3,8410,850,1275,4458|5943|8915|11887|17830,4205,1682,8410,25,30,20,20,200
98102,3,9251,850,1275,4458|5943|8915|11887|17830,4625,1850,9251,25,30,20,20,200
98103,3,10092,850,1275,4458|5943|8915|11887|17830,5046,2018,10092,25,30,20,20,200
98104,3,12615,850,1275,4458|5943|8915|11887|17830,6307,2523,12615,25,30,20,20,200
98111,1,1970,210,329,874|1165|1747|2330|3494,985,394,1970,20,24,16,30,133
98112,1,2167,210,329,874|1165|1747|2330|3494,1083,433,2167,20,24,16,30,133
98113,1,2364,210,329,874|1165|1747|2330|3494,1182,472,2364,20,24,16,30,133
98114,1,2955,210,329,874|1165|1747|2330|3494,1477,591,2955,20,24,16,30,133
98121,1,7050,820,1238,3697|4929|7394|9859|14788,3525,1410,7050,25,30,20,20,200
98122,1,7755,820,1238,3697|4929|7394|9859|14788,3877,1551,7755,25,30,20,20,200
98123,1,8460,820,1238,3697|4929|7394|9859|14788,4230,1692,8460,25,30,20,20,200
98124,1,10575,820,1238,3697|4929|7394|9859|14788,5287,2115,10575,25,30,20,20,200
98131,1,1320,160,246,547|730|1094|1459|2189,660,264,1320,20,24,16,30,133
98132,1,1452,160,246,547|730|1094|1459|2189,726,290,1452,20,24,16,30,133
98133,1,1584,160,246,547|730|1094|1459|2189,792,316,1584,20,24,16,30,133
98134,1,1980,160,246,547|730|1094|1459|2189,990,396,1980,20,24,16,30,133
98141,1,5430,630,954,2968|3957|5936|7915|11872,2715,1086,5430,25,30,20,20,200
98142,1,5973,630,954,2968|3957|5936|7915|11872,2986,1194,5973,25,30,20,20,200
98143,1,6516,630,954,2968|3957|5936|7915|11872,3258,1303,6516,25,30,20,20,200
98144,1,8145,630,954,2968|3957|5936|7915|11872,4072,1629,8145,25,30,20,20,200
98151,4,3020,390,593,1410|1879|2819|3759|5638,1510,604,3020,20,24,16,30,133
98152,4,3322,390,593,1410|1879|2819|3759|5638,1661,664,3322,20,24,16,30,133
98153,4,3624,390,593,1410|1879|2819|3759|5638,1812,724,3624,20,24,16,30,133
98154,4,4530,390,593,1410|1879|2819|3759|5638,2265,906,4530,20,24,16,30,133
98161,4,4890,570,858,2091|2788|4182|5577|8365,2445,978,4890,20,24,16,30,133
98162,4,5379,570,858,2091|2788|4182|5577|8365,2689,1075,5379,20,24,16,30,133
98163,4,5868,570,858,2091|2788|4182|5577|8365,2934,1173,5868,20,24,16,30,133
98164,4,7335,570,858,2091|2788|4182|5577|8365,3667,1467,7335,20,24,16,30,133
98171,2,7260,730,1101,3708|4944|7416|9888|14832,3630,1452,7260,25,30,20,20,200
98172,2,7986,730,1101,3708|4944|7416|9888|14832,3993,1597,7986,25,30,20,20,200
98173,2,8712,730,1101,3708|4944|7416|9888|14832,4356,1742,8712,25,30,20,20,200
98174,2,10890,730,1101,3708|4944|7416|9888|14832,5445,2178,10890,25,30,20,20,200
98181,3,3180,370,559,1454|1938|2907|3876|5814,1590,636,3180,20,24,16,30,133
98182,3,3498,370,559,1454|1938|2907|3876|5814,1749,699,3498,20,24,16,30,133
98183,3,3816,370,559,1454|1938|2907|3876|5814,1908,763,3816,20,24,16,30,133
98184,3,4770,370,559,1454|1938|2907|3876|5814,2385,954,4770,20,24,16,30,133
98191,2,8190,910,1365,4095|5460|8190|10920|16380,4095,1638,8190,25,30,20,20,200
98192,2,9009,910,1365,4095|5460|8190|10920|16380,4504,1801,9009,25,30,20,20,200
98193,2,9828,910,1365,4095|5460|8190|10920|16380,4914,1965,9828,25,30,20,20,200
98194,2,12285,910,1365,4095|5460|8190|10920|16380,6142,2457,12285,25,30,20,20,200
98201,2,1780,220,330,761|1014|1522|2029|3043,890,356,1780,20,24,16,30,133
98202,2,1958,220,330,761|1014|1522|2029|3043,979,391,1958,20,24,16,30,133
98203,2,2136,220,330,761|1014|1522|2029|3043,1068,427,2136,20,24,16,30,133
98204,2,2670,220,330,761|1014|1522|2029|3043,1335,534,2670,20,24,16,30,133
98211,2,1680,200,312,765|1020|1530|2041|3061,840,336,1680,20,24,16,30,133
98212,2,1848,200,312,765|1020|1530|2041|3061,924,369,1848,20,24,16,30,133
98213,2,2016,200,312,765|1020|1530|2041|3061,1008,403,2016,20,24,16,30,133
98214,2,2520,200,312,765|1020|1530|2041|3061,1260,504,2520,20,24,16,30,133
98221,2,7340,810,1224,3922|5229|7844|10459|15688,3670,1468,7340,25,30,20,20,200
98222,2,8074,810,1224,3922|5229|7844|10459|15688,4037,1614,8074,25,30,20,20,200
98223,2,8808,810,1224,3922|5229|7844|10459|15688,4404,1761,8808,25,30,20,20,200
98224,2,11010,810,1224,3922|5229|7844|10459|15688,5505,2202,11010,25,30,20,20,200
98231,3,6970,730,1108,3703|4937|7406|9875|14812,3485,1394,6970,25,30,20,20,200
98232,3,7667,730,1108,3703|4937|7406|9875|14812,3833,1533,7667,25,30,20,20,200
98233,3,8364,730,1108,3703|4937|7406|9875|14812,4182,1672,8364,25,30,20,20,200
98234,3,10455,730,1108,3703|4937|7406|9875|14812,5227,2091,10455,25,30,20,20,200
98241,1,9960,1100,1660,5230|6973|10460|13947|20920,4980,1992,9960,25,30,20,20,200
98242,1,10956,1100,1660,5230|6973|10460|13947|20920,5478,2191,10956,25,30,20,20,200
98243,1,11952,1100,1660,5230|6973|10460|13947|20920,5976,2390,11952,25,30,20,20,200
98244,1,14940,1100,1660,5230|6973|10460|13947|20920,7470,2988,14940,25,30,20,20,200
98251,3,1510,180,280,617|822|1234|1645|2467,755,302,1510,20,24,16,30,133
98252,3,1661,180,280,617|822|1234|1645|2467,830,332,1661,20,24,16,30,133
98253,3,1812,180,280,617|822|1234|1645|2467,906,362,1812,20,24,16,30,133
98254,3,2265,180,280,617|822|1234|1645|2467,1132,453,2265,20,24,16,30,133
98261,2,6070,640,965,3047|4062|6093|8124|12186,3035,1214,6070,25,30,20,20,200
98262,2,6677,640,965,3047|4062|6093|8124|12186,3338,1335,6677,25,30,20,20,200
98263,2,7284,640,965,3047|4062|6093|8124|12186,3642,1456,7284,25,30,20,20,200
98264,2,9105,640,965,3047|4062|6093|8124|12186,4552,1821,9105,25,30,20,20,200
98271,2,5760,640,960,2910|3880|5820|7760|11640,2880,1152,5760,25,30,20,20,200
98272,2,6336,640,960,2910|3880|5820|7760|11640,3168,1267,6336,25,30,20,20,200
98273,2,6912,640,960,2910|3880|5820|7760|11640,3456,1382,6912,25,30,20,20,200
98274,2,8640,640,960,2910|3880|5820|7760|11640,4320,1728,8640,25,30,20,20,200
98281,3,1050,130,196,334|445|668|890|1336,525,210,1050,15,18,12,35,114
98282,3,1155,130,196,334|445|668|890|1336,577,231,1155,15,18,12,35,114
98283,3,1260,130,196,334|445|668|890|1336,630,252,1260,15,18,12,35,114
98284,3,1575,130,196,334|445|668|890|1336,787,315,1575,15,18,12,35,114
98291,4,4060,530,797,1825|2433|3650|4866|7299,2030,812,4060,20,24,16,30,133
98292,4,4466,530,797,1825|2433|3650|4866|7299,2233,893,4466,20,24,16,30,133
98293,4,4872,530,797,1825|2433|3650|4866|7299,2436,974,4872,20,24,16,30,133
98294,4,6090,530,797,1825|2433|3650|4866|7299,3045,1218,6090,20,24,16,30,133
98301,4,3970,460,698,1791|2388|3582|4777|7165,1985,794,3970,20,24,16,30,133
98302,4,4367,460,698,1791|2388|3582|4777|7165,2183,873,4367,20,24,16,30,133
98303,4,4764,460,698,1791|2388|3582|4777|7165,2382,952,4764,20,24,16,30,133
98304,4,5955,460,698,1791|2388|3582|4777|7165,2977,1191,5955,20,24,16,30,133
98311,2,6610,660,1002,3336|4448|6672|8896|13344,3305,1322,6610,25,30,20,20,200
98312,2,7271,660,1002,3336|4448|6672|8896|13344,3635,1454,7271,25,30,20,20,200
98313,2,7932,660,1002,3336|4448|6672|8896|13344,3966,1586,7932,25,30,20,20,200
98314,2,9915,660,1002,3336|4448|6672|8896|13344,4957,1983,9915,25,30,20,20,200
98321,2,5670,630,945,2910|3880|5820|7760|11640,2835,1134,5670,25,30,20,20,200
98322,2,6237,630,945,2910|3880|5820|7760|11640,3118,1247,6237,25,30,20,20,200
98323,2,6804,630,945,2910|3880|5820|7760|11640,3402,1360,6804,25,30,20,20,200
98324,2,8505,630,945,2910|3880|5820|7760|11640,4252,1701,8505,25,30,20,20,200
98331,4,2700,350,530,1281|1708|2562|3417|5125,1350,540,2700,20,24,16,30,133
98332,4,2970,350,530,1281|1708|2562|3417|5125,1485,594,2970,20,24,16,30,133
98333,4,3240,350,530,1281|1708|2562|3417|5125,1620,648,3240,20,24,16,30,133
98334,4,4050,350,530,1281|1708|2562|3417|5125,2025,810,4050,20,24,16,30,133
98341,2,5870,680,1030,3106|4141|6211|8281|12422,2935,1174,5870,25,30,20,20,200
98342,2,6457,680,1030,3106|4141|6211|8281|12422,3228,1291,6457,25,30,20,20,200
98343,2,7044,680,1030,3106|4141|6211|8281|12422,3522,1408,7044,25,30,20,20,200
98344,2,8805,680,1030,3106|4141|6211|8281|12422,4402,1761,8805,25,30,20,20,200
98351,2,1700,210,315,720|961|1441|1921|2882,850,340,1700,20,24,16,30,133
98352,2,1870,210,315,720|961|1441|1921|2882,935,374,1870,20,24,16,30,133
98353,2,2040,210,315,720|961|1441|1921|2882,1020,408,2040,20,24,16,30,133
98354,2,2550,210,315,720|961|1441|1921|2882,1275,510,2550,20,24,16,30,133
98361,4,1670,200,310,710|946|1419|1892|2838,835,334,1670,20,24,16,30,133
98362,4,1837,200,310,710|946|1419|1892|2838,918,367,1837,20,24,16,30,133
98363,4,2004,200,310,710|946|1419|1892|2838,1002,400,2004,20,24,16,30,133
98364,4,2505,200,310,710|946|1419|1892|2838,1252,501,2505,20,24,16,30,133
98371,2,3070,400,603,1421|1895|2842|3790|5685,1535,614,3070,20,24,16,30,133
98372,2,3377,400,603,1421|1895|2842|3790|5685,1688,675,3377,20,24,16,30,133
98373,2,3684,400,603,1421|1895|2842|3790|5685,1842,736,3684,20,24,16,30,133
98374,2,4605,400,603,1421|1895|2842|3790|5685,2302,921,4605,20,24,16,30,133
98381,3,2290,280,425,1020|1360|2040|2720|4080,1145,458,2290,20,24,16,30,133
98382,3,2519,280,425,1020|1360|2040|2720|4080,1259,503,2519,20,24,16,30,133
98383,3,2748,280,425,1020|1360|2040|2720|4080,1374,549,2748,20,24,16,30,133
98384,3,3435,280,425,1020|1360|2040|2720|4080,1717,687,3435,20,24,16,30,133
98391,3,8610,950,1436,4558|6077|9116|12155|18232,4305,1722,8610,25,30,20,20,200
98392,3,9471,950,1436,4558|6077|9116|12155|18232,4735,1894,9471,25,30,20,20,200
98393,3,10332,950,1436,4558|6077|9116|12155|18232,5166,2066,10332,25,30,20,20,200
98394,3,12915,950,1436,4558|6077|9116|12155|18232,6457,2583,12915,25,30,20,20,200
